gas,flux_kgm2s,area_km2,annual_t_yr,annual_t_yr_low,annual_t_yr_high,daily_t_day,lat_center,lon_center
CO2,3.714583225311314e-07,25.0,293209.19819457945,103444.20512304762,340122.6699057122,803.3128717659711,-0.93321,36.331589
CH4,5.424601834751035e-10,25.0,417.7370605757189,147.37763497111365,484.5749902678339,1.1444850974677232,-0.93321,36.331589
H2S,4.1721723711734544e-08,25.0,32893.40697433151,11604.793980544158,38156.35209022455,90.1189232173466,-0.93321,36.331589
